"text","created_at","sourcetweet_type"
"AudPop’s 5th annual Race to Justice Film Challenge celebrates #blackfilmmakers. We are thrilled to partner again with @ReignOfApril  (Equity Advocate, Media Maven, and Creator of #OscarsSoWhite) who will lead our jury of top-notch industry experts. Top 3 films screen live in Feb. https://t.co/zIpHstW46D","2023-01-23T14:45:12.000Z",NA
"RT @Jasamgurlie: What does this have to do with Chris’ weird ass obsession with Jada? During #OscarsSoWhite that year he tapped danced to h…","2023-03-05T23:09:44.000Z","retweeted"
"RT @Variety: #OscarsSoWhite Creator: With a Mostly White Academy, What Could We Expect? (Column) https://t.co/VOp5vlAGXz","2020-01-15T16:47:24.000Z","retweeted"
"RT @ReignOfApril: It’s 2023. You’re literally celebrating 95 years of awards &amp; are just now naming an Asian woman as Best Actress. Michelle…","2023-03-13T17:38:04.000Z","retweeted"
"Between 2008 and 2015, just 8% of Oscar nominees were people of colour. That has now increased to 17%, but it's still 23% short of representing the US population. #OscarsSoWhite #Oscars","2023-03-12T23:44:32.000Z",NA
"And Till too! #OscarsSoWhite wins again!
(I bet those Trump supporters are hella happy right now...) https://t.co/z2u3akqvrW","2023-03-13T03:40:52.000Z","quoted"
"RT @mowords: Ever get the feeling we’re in a loop? 

I wrote this 7 years ago during the #OscarsSoWhite controversy.

https://t.co/DUZnSWUd…","2023-02-21T10:25:04.000Z","retweeted"
"RT @EjElite1: This line by Angela Bassett itself was worthy of an #Oscar. #OscarsSoWhite https://t.co/CAK0Ui9rZK","2023-03-13T17:07:24.000Z","retweeted"
"@69MimiLisa I just spent 24 hours in Twitmo for this tweet in response to a WaPo article about how #OscarsSoWhite for 10 years has helped blacks in Hollywood, but how Hispanics are still not getting their due. https://t.co/2kvBBSd4vf","2023-03-10T16:47:38.000Z",NA
"RT @EscaflowneClown: Black people stop giving the Oscars any viewership! #OscarsSoWhite TUH!","2023-03-13T00:50:04.000Z","retweeted"
"Wow #OscarsSoWhite https://t.co/xekx6hmtBS","2023-03-13T10:17:41.000Z","quoted"
"@bennyjohnson Nope. The his is the best ever. https://t.co/8Tu4jDNlFo #OscarsSoWhite","2023-03-13T01:09:13.000Z",NA
"Hooray! My 92nd Oscars Nomination Reactions are out! Time to go through this shit again.......

I mean the BAFTAs were a disaster so surely the Academy Awards be better............... Right.....? #Oscars #Oscars2020 #92Oscars #OscarsSoWhite #OscarSnubs

https://t.co/lnb2vokdYo","2020-01-14T00:24:49.000Z",NA
"I know a lot of Black people on the TL claiming to be mad ""The Woman King"" was snubbed didn't even support the film 🎥. Fools were actively discouraging folks of African descent from seeing it but now wanna scream the #OscarsSoWhite , SMH. https://t.co/arkeFQszkw","2023-03-13T10:59:37.000Z",NA
"RT @papifunkgroove: We doing #OscarsSoWhite again? Because it’s just three black nominees and Black Panther holding It down.","2023-01-24T17:31:34.000Z","retweeted"
"Ridiculing the former POTUS. https://t.co/h3KEooYQHw  #OscarsSoWhite #OscarsStillSoWhite #covfefe #hamberders","2023-03-13T21:39:47.000Z","quoted"
"La diversidad en los Óscar mejoró tras #OscarsSoWhite, según un estudio
https://t.co/uJbsLMadEa https://t.co/OdIt2TD1Zr","2023-03-02T18:15:40.000Z",NA
"@Wsjp11 @colorfullstory An event that black Hollywood elites have been boycotting for years. Let’s not forget #OscarsSoWhite. The night that we have more black award winners than ever, more black hosts than ever, and a black director organizing and running the event, Will Smith assaults a black man.","2023-03-06T01:42:12.000Z",NA
"RT @Olas_Truth: The generation railing against millennials and their “participation trophies” demanding we applaud the annual celebration o…","2023-03-13T12:04:32.000Z","retweeted"
"RT @TerranceOmar: Now, I like Jamie Lee, but Angela should’ve won. #OscarsSoWhite 🤧😒😔 #Oscar #Oscar2023 https://t.co/7fGLuHUZcE","2023-03-13T00:44:31.000Z","retweeted"
"Jada Pinkett was boycotting the Oscars not only for Will Smith not being nominated but also cause the #OscarsSoWhite protest was a response to there being no black people nominated in the major categories but Chris Rock was too busy being petty and chasing his bag to see it.","2023-03-05T08:26:53.000Z",NA
"RT @__PettyShabazz: You non-Blacks are far too comfortable with speaking on Angela Bassett and Tems at #TheOscars  during Women’s History M…","2023-03-13T14:13:58.000Z","retweeted"
"Tyler Perry Avoids Oscars Diversity Talk: ""I Don't Want To Focus On It"" - There were the ""#OscarsSoWhite"" protest and the complaints over the years that the Academy Awards&amp;#0.. -
 https://t.co/iWPGLYLZps https://t.co/76ngWb9x7b","2020-01-23T07:03:36.000Z",NA
"These Oscar nominations show the black chilling affect the Will Smith's slap had on the committee... subconsious or not. #Oscars2023
#OscarsSoWhite","2023-01-25T02:13:07.000Z",NA
"When you consider the fact that Michelle Yeoh winning the Oscar for Best Actress only brings the number of women of color who have won that title to *2* in *93* years, the #OscarsSoWhite trend makes so much sense.","2023-03-13T13:56:11.000Z",NA
"A new study found marginal increases in nominees from underrepresented groups in the eight years since #OscarsSoWhite went viral. https://t.co/E195TX7IPz","2023-03-02T04:40:08.000Z",NA
"Na direção então... Nem mulheres, nem pessoas negras realizaram algo de bom para a @TheAcademy 
#OscarsSoWhite 
#OscarStillWhite
#OscarNominations2023 https://t.co/BVMLSwxw8A","2023-01-24T19:13:17.000Z",NA
"RT @TheRoot: #OscarsSoWhite Became #BAFTASoWhite and We’re Here for it. https://t.co/DuMbqH0uUc https://t.co/RyIFZ6TDiV","2023-02-21T20:42:06.000Z","retweeted"
"RT @ParisSorel: Folks 😎will choose  their mediocrity over Black Talent every time . Period. Facts. 💯#AngelaBassett #WakandaForever #Oscars2…","2023-03-14T12:04:59.000Z","retweeted"
"RT @ReignOfApril: It’s 2023. You’re literally celebrating 95 years of awards &amp; are just now naming an Asian woman as Best Actress. Michelle…","2023-03-13T04:07:50.000Z","retweeted"
"RT @_BrianaJay: Time to bring back the #OscarsSoWhite campaign","2023-03-13T00:51:18.000Z","retweeted"
"RT @smoldumblesbo: The best supporting actress award was predominantly women of color so the choose the one white woman who had a the lesse…","2023-03-13T03:28:02.000Z","retweeted"
"RT @EjElite1: This line by Angela Bassett itself was worthy of an #Oscar. #OscarsSoWhite https://t.co/CAK0Ui9rZK","2023-03-13T12:21:24.000Z","retweeted"
"RT @ReignOfApril: Hello! Busy day ahead &amp; you want to discuss #OscarsSoWhite, now 5 yrs strong. Happy to help! The best way to reach me is…","2020-01-13T13:22:53.000Z","retweeted"
"@jennthetutor @TheKeshaRose @PopBase #OscarsSoWhite  comes through again","2023-03-13T01:53:48.000Z",NA
"If you believe the film industry is a meritocracy, that all you have to do is be outstandingly brilliant, the read this by the outstandingly brilliant @GPBmadeit #OscarsSoWhite #OscarsSoMale 

https://t.co/o9gtCZNBbQ","2023-02-08T12:52:31.000Z",NA
"RT @SholaMos1: ❤️I love Michelle Yeoh 👏🏽👏🏽👏🏽👏🏽👏🏽 #BestActress in #Oscars2023 is so very well deserved - that in its 95 yrs only TWO non-Whi…","2023-03-13T17:30:40.000Z","retweeted"
"RT @SholaMos1: ❤️I love Michelle Yeoh 👏🏽👏🏽👏🏽👏🏽👏🏽 #BestActress in #Oscars2023 is so very well deserved - that in its 95 yrs only TWO non-Whi…","2023-03-13T13:40:35.000Z","retweeted"
"10 films have been nominated for the Best Picture Oscar. Who will win? The Banshees of Inisherin?

We've heard of the term Black Irish, but we're not sure if this counts. We'll have to ask the beige-o-meter. Okay, we're back, the beige-o-meter said no.

#Creamy
#OscarsSoWhite https://t.co/JkYSahphVQ","2023-03-05T02:55:43.000Z",NA
"RT @TheZanetta: They support and reward us when it's CONVENIENT!!
#OscarsSoWhite 

https://t.co/SWy2Pe1wNY","2023-03-14T02:29:54.000Z","retweeted"
"So they played in Angela Bassett’s face over Nepo baby Jamie Lee Curtis???? #OscarsSoWhite","2023-03-13T00:41:19.000Z",NA
"RT @Olas_Truth: #OscarsSoWhite Veteran and Yale School of Drama trained actress Angela Bassett loses Best Supporting Actress Oscar to admit…","2023-03-13T02:10:17.000Z","retweeted"
"RT @dave24144975: #OscarsSoWhite

'Sore loser is never a good look!' 

Angela Bassett's crestfallen reaction to losing Best Supporting Actr…","2023-03-14T07:44:49.000Z","retweeted"
"Queen &amp; Slim deserved all the Oscars love. #OscarsSoWhite","2020-01-14T23:38:28.000Z",NA
"RT @GritsandB: #OscarsSoWhite","2023-03-13T03:00:26.000Z","retweeted"
"RT @EjElite1: This line by Angela Bassett itself was worthy of an #Oscar. #OscarsSoWhite https://t.co/CAK0Ui9rZK","2023-03-13T10:46:36.000Z","retweeted"
"#OscarsSoWhite Trends Again! WHINY Director Claims That The Industry Upholds Whiteness
https://t.co/qUXTir65vK https://t.co/Au4jNkqvLj","2023-01-29T07:46:09.000Z",NA
"Imo Angela Bassett should have won best supporting act, her line delivery was spot on in Wakanda Forever. Top acting #OscarsSoWhite","2023-03-13T06:31:10.000Z",NA
"RT @theboredfox: I remember @ReignOfApril tweeted about watching #NewAmsterdam at the beginning of the season and called out the bad optics…","2023-01-17T16:46:44.000Z","retweeted"
"@SpankHorton Sad thing is, up until recently I was a fan of Chris. What got me was his opening monologue during #OscarsSoWhite about Will and Jada. Then him letting his white friends say the N word. Still one of great comedians of all time, just put out something that wasn't funny. 🤷🏾‍♂️","2023-03-05T19:30:39.000Z",NA
"RT @EjElite1: This line by Angela Bassett itself was worthy of an #Oscar. #OscarsSoWhite https://t.co/CAK0Ui9rZK","2023-03-13T16:23:59.000Z","retweeted"
"@EandnotY I think we need to bring back #OscarsSoWhite","2023-02-14T19:51:54.000Z",NA
"RT @SholaMos1: ❤️I love Michelle Yeoh 👏🏽👏🏽👏🏽👏🏽👏🏽 #BestActress in #Oscars2023 is so very well deserved - that in its 95 yrs only TWO non-Whi…","2023-03-13T09:11:17.000Z","retweeted"
"RT @avmartinez: Caught up with @laloalcaraz, whose work I've followed since La Cucaracha. We talked #OscarsSoWhite, @pixarcoco, his newest…","2020-01-24T02:06:32.000Z","retweeted"
"Important issues &amp; questions raised by @kathia_woods  on #TalkAfrica: '#Oscar controversy continues'.

#OscarsSoWhite #Racism #Sexism #BlackWomen #WhiteFeminism
https://t.co/IIrhC2fApp","2023-02-26T10:46:13.000Z",NA
"RT @shemjay93: There would be no #OscarsSoWhite if it wasn't for @ReignOfApril","2023-02-23T23:13:06.000Z","retweeted"
"Oscars 2023 Live Stream: How to Watch the 95th Academy Awards Red Carpet Live Online 

🔴𝐖𝐚𝐭𝐜𝐡 𝐍𝐨𝐰 𝐇𝐃: @4kliveonline 

🔴𝐖𝐚𝐭𝐜𝐡 LIVE 𝐇𝐃 https://t.co/MdIzOVjZ3l

#Oscars  #Oscars95  #Oscarslive   #AcademyAwards2023 #AcademyAwards  #Oscars2023  #OscarsSoWhite https://t.co/3s0LFL5qcR","2023-03-13T00:45:58.000Z",NA
"RT @Olas_Truth: Why should she applaud, or do you, as white women feel you should dictate her actions? Jamie Lee Curtis is an admitted nepo…","2023-03-13T06:52:48.000Z","retweeted"
"RT @duchessofimpact: #PrincessLilibet godfather ""Everybody else is fighting for a seat at the table, talking about ‘#OscarsSoWhite,   ‘Y’al…","2023-03-22T00:08:07.000Z","retweeted"
"@WomanKingMovie was a beautiful, powerful movie. It was very deserving of many Oscar nominations. I will boycott #OscarsSoWhite.","2023-03-12T19:30:20.000Z",NA
"Damn. #OscarsSoWhite. 
Nothing changed.","2023-03-13T00:09:37.000Z",NA
"Many viewers will also notice increased diversity among the acting honorees as the Academy evolves from criticism that spawned the social media hashtag #OscarsSoWhite many years ago. https://t.co/AfCql3GXu8","2023-03-11T23:08:44.000Z",NA
"RT @markhughesfilms: Here is my full article at @Forbes today regarding the snubbing of @WomanKingMovie &amp; excessive whiteness of the #Oscar…","2023-01-24T22:13:12.000Z","retweeted"
"RT @IamGMJohnson: The Oscars said f*** y’all social rants. 

We are nominating every white we got. Spicy white, old white, off white, eggsh…","2020-01-13T18:58:21.000Z","retweeted"
"RT @TheUndefeated: Here’s Hollywood’s biggest problem: opening the door and inviting black women in.

And making them feel like they matter…","2020-01-16T15:15:54.000Z","retweeted"
"RT @JohnLeguizamo: #OscarsSoWhite ... don't take my word for it, check out the video.
https://t.co/i2znrOEF1L","2023-03-20T16:20:33.000Z","retweeted"
"RT @IamGMJohnson: The Oscars said f*** y’all social rants. 

We are nominating every white we got. Spicy white, old white, off white, eggsh…","2020-01-13T20:47:36.000Z","retweeted"
"RT @bodycourage: Hattie McDaniel’s speech still brings tears to my eyes. She wasn’t allowed in the #oscars ceremony space because she was b…","2020-02-10T04:11:52.000Z","retweeted"
"@TheAcademy @JohnTheCho @IssaRae Wait - you have @JohnTheCho and @issaRae announce while you blatantly ignore Awkwafina and The Farewell  or Lupita Nyong’o and Us for awards? Not to mention snubs for Queen and Slim and Just Mercy. SMH! #OscarsSoWhite #OscarNoms  #Oscar2020","2020-01-14T20:00:26.000Z",NA
"RT @BFJNews: 女性監督や「非白人」の俳優がノミネートされず、アカデミー賞に批判が集まっています。

かつて流行したハッシュタグ #OscarsSoWhite（オスカーは白すぎる）を再び使う人々も現れました。

【New】2020年アカデミー賞のノミネート、またも白人…","2020-01-14T10:29:29.000Z","retweeted"
"RT @may_sigwalt: Lembra quando a gente achou que a hashtag #OscarsSoWhite ia mudar alguma coisa? Kkk","2020-01-13T14:13:29.000Z","retweeted"
"RT @ColorOfChange: In 2019, Hannah Beachler  became the First African American to be nominated for the Best Production Design #Oscars and t…","2020-02-10T02:05:47.000Z","retweeted"
"RT @ColorOfChange: Six Black men have been nominated for Best Director in the 92 year history of the #Oscars: 

John Singleton
Lee Daniels…","2020-02-10T04:44:36.000Z","retweeted"
"RT @ReignOfApril: This may be the most honest thing you read from a white person in the film industry this week. Understand that Glen is a…","2020-01-14T18:02:49.000Z","retweeted"
"@DrPierreC Arf Stephen King a dit de la merde sur la diversité et les #OscarsSoWhite. Et les autrices racisé-es notamment l'ont un peu écharpé, normal quoi. J'essaie de te retrouver un lien. Du coup ce itw imaginaire le met dans les shoes de ce que vivent les auteurs racisé-es.","2020-01-27T14:58:23.000Z",NA
"RT @WEP_UK: Yet again the #Oscars favoured predictable male, white filmmaking, while the amazing contributions of some of #Hollywood's best…","2020-01-14T08:57:10.000Z","retweeted"
"RT @ajplus: The 2020 Oscar nominations are out, and people are once again using #OscarsSoWhite to call out the lack of diversity:

▪️ Only…","2020-01-13T16:05:27.000Z","retweeted"
"RT @IamGMJohnson: The Oscars said f*** y’all social rants. 

We are nominating every white we got. Spicy white, old white, off white, eggsh…","2020-01-13T16:26:48.000Z","retweeted"
"RT @ReignOfApril: Absolutely clear, Eddie. @UsMovie made over $250 million  against a $20 million budget. It received no nominations, despi…","2020-01-13T20:53:46.000Z","retweeted"
